url,type
https://local.yahoo.com/,benign
https://tripadvisor.com/,benign
https://articles.elitefts.com/,benign
https://broadwaystars.com/,benign
http://www.pn-wuppertal.de/,defacement
https://forums.networkinfrastructure.info/,benign
https://youtube.com/,benign
https://mccall-idchamber.org/,benign
https://chacha.com/,benign
https://friars.com/,benign
http://asociacionkaribu.org/,defacement
http://www.martin-busker.de/,phishing
https://pipl.com/,benign
https://spokeo.com/,benign
http://www.parafiapiaski.pl/,defacement
https://fanpage.gr/,benign
https://faqs.org/,benign
https://duckduckgo.com/,benign
http://alexpay2.beget.tech/,phishing
https://worldoftanks.ru/,benign
http://www.artedesignsas.it/,defacement
https://en.wikipedia.org/,benign
https://serverfault.com/,benign
http://www.viamanaus.com.br/,defacement
https://ciajfk.com/,benign
http://www.protect-effect.nl/,defacement
https://indyweek.com/,benign
https://linkedin.com/,benign
http://www.gst-ukraine.com.ua/,defacement
http://facebook.unitedcolleges.net/,phishing
http://www.bimabn.com/,phishing
https://eyeappealoptometry.com/,benign
https://brophygen.com/,benign
https://icehockey.wikia.com/,benign
https://gurufocus.com/,benign
http://www.bg-ricevimenti.it/,defacement
https://stewstew.com/,benign
https://livingharvest.com/,benign
https://icicibank.com/,benign
http://9779.info/,malware
https://bleacherreport.com/,benign
http://www.boeuf-soufflenheim.com/,defacement
https://artfacts.net/,benign
https://parsippanysoccerclub.org/,benign
https://international.uiowa.edu/,benign
https://btscene.eu/,benign
https://signature-editions.com/,benign
https://en.wikipedia.org/,benign
http://www.trenker-bestattungen.de/,defacement
https://national.ca/,benign
http://halkbankparaf-para.com/,phishing
https://motthegioi.vn/,benign
https://metroactive.com/,benign
https://twitter.com/,benign
https://correios.com.br/,benign
https://olx.ro/,benign
http://www.aba-diagnostic.com/,defacement
https://msn.foxsports.com/,benign
https://hallmark.businessgreetings.com/,benign
https://musicstack.com/,benign
https://nudecelebsnow.com/,benign
http://www.paoarapanui.cl/,defacement
https://worldwrestlinginsanity.com/,benign
http://www.designeremdoces.com/,phishing
https://slashdot.org/,benign
https://facebook.com/,benign
https://sportsposterwarehouse.com/,benign
https://padmapper.com/,benign
https://mrskin.com/,benign
https://lip-service.com/,benign
http://www.tiendagnulinux.com.ar/,defacement
http://chelurao.ru/,defacement
https://linkedin.com/,benign
https://cqgcr.ca/,benign
https://huffingtonpost.com/,benign
https://qz.com/,benign
https://select.nytimes.com/,benign
https://startrekcostumes.net/,benign
https://en.wikipedia.org/,benign
https://music.carowinds.com/,benign
http://9779.info/,malware
https://newjersey.craigslist.org/,benign
http://roverslands.net/,phishing
https://familypedia.wikia.com/,benign
https://mylust.com/,benign
https://acronymfinder.com/,benign
http://www.familienbund.org/,defacement
http://www.vanoorschotkranen.nl/,defacement
https://youtube.com/,benign
https://myspace.com/,benign
http://www.academiedumeuble.ca/,defacement
http://corporacionrossenditotours.com/,phishing
http://maslen.sk/,defacement
http://www.clinicatecma.es/,defacement
https://movies.msn.com/,benign
https://idlebrain.com/,benign
https://vh1.com/,benign
https://archiver.rootsweb.ancestry.com/,benign
https://perezhilton.com/,benign
https://fsnaindia.com/,benign
https://actionjaxon666.wordpress.com/,benign
https://en.wikipedia.org/,benign
https://alaskajewelry.com/,benign
https://greenparty.ca/,benign
https://mic.com/,benign
https://randomhouse.com/,benign
https://argentinawarez.com/,benign
https://192.com/,benign
https://users6.nofeehost.com/,benign
https://facebook.com/,benign
https://scottss.com/,benign
http://drive-google-com.fanalav.com/,phishing
https://manta.com/,benign
http://www.perthshire-caravans.co.uk/,defacement
https://forum.exscn.net/,benign
https://superpages.com/,benign
https://maxlapointe.com/,benign
http://rendeck.com/,defacement
https://ca.ratemyteachers.com/,benign
https://cardomain.com/,benign
https://apps.facebook.com/,benign
https://cbssports.com/,benign
http://detkreimeier-fotografie.de/,phishing
http://listovka.info/,defacement
https://home.comcast.net/,benign
https://margaritawill.com/,benign
https://pipl.com/,benign
https://newyorker.com/,benign
https://youtube.com/,benign
https://law.cornell.edu/,benign
https://pitchfork.com/,benign
https://skyrock.com/,benign
https://hollywood.com/,benign
https://facebook.com/,benign
https://hot-people.info/,benign
https://onlineradio7.com/,benign
http://9779.info/,malware
http://www.jnpiraq.net/,defacement
https://artistswithaids.org/,benign
http://www.versverwerktegroenten.nl/,defacement
https://mylife.com/,benign
https://mmagearguide.com/,benign
https://worldtraveltours.org/,benign
https://iptv.org/,benign
https://elliscountydivorcelawyer.com/,benign
https://grantland.com/,benign
https://fanpix.net/,benign
https://chacha.com/,benign
https://marcospecialties.com/,benign
https://hdlns.com/,benign
https://familytreemaker.genealogy.com/,benign
https://therainmakersmessageboard.yuku.com/,benign
https://tumblr.com/,benign
https://ussoccer.com/,benign
https://filmannex.com/,benign
https://allaboutjazz.com/,benign
http://info-pages.000webhostapp.com/,phishing
https://skiracing.com/,benign
http://myptccash.com/,phishing
https://ertx.com/,benign
https://classicbikepictures.co.uk/,benign
https://thenextweb.com/,benign
http://ecoledecoiffurecarolinelaprise.com/,defacement
https://mtlasm.blogspot.com/,benign
http://chinacxyy.com/,malware
https://medicinenet.com/,benign
https://music.yahoo.com/,benign
http://9779.info/,malware
https://espn.go.com/,benign
https://bleacherreport.com/,benign
http://citiprepaid-salarysea-at.tk/,phishing
https://famoushookups.com/,benign
https://genealogybuff.com/,benign
https://microlabsltd.com/,benign
https://tripadvisor.com/,benign
http://www.smc-images.co.uk/,phishing
https://flickr.com/,benign
http://www.nabu-gaildorf.de/,defacement
https://subscene.com/,benign
http://kccs.nichost.ru/,defacement
http://www.nubiafarias.com/,defacement
https://thenextweb.com/,benign
https://tabs.ultimate-guitar.com/,benign
https://sunjournal.com/,benign
http://www.elektro-vozila.si/,defacement
https://ethicalsuperstore.com/,benign
https://lilliputreview.blogspot.com/,benign
http://www.musimagen.com/,defacement
https://basketball.wikia.com/,benign
https://ech.cwru.edu/,benign
https://filmaffinity.com/,benign
https://chicopeemasoniclodge.org/,benign
https://filmcritic.com/,benign
https://geographic.org/,benign
https://paperbackswap.com/,benign
https://baseball-almanac.com/,benign
https://biographi.ca/,benign
https://deborahfrances-white.com/,benign
https://spcmoray.com/,benign
http://sexshop-bg.biz/,defacement
https://edu.gov.on.ca/,benign
https://benoitglazer.com/,benign
https://judgepedia.org/,benign
http://mueblesjulianjimenez.es/,defacement
https://sbnation.com/,benign
https://isearch.com/,benign
http://fischereiverein.org/,defacement
https://ratemyteachers.com/,benign
http://www.expatsalon.ru/,defacement
http://apoiojur.com.br/,defacement
http://www.steffen-lemme.de/,defacement
http://djsipke.nl/,defacement
https://carfloormatsforsale.com/,benign
http://www.harley-davidson-dijon.com/,defacement
https://facebook.com/,benign
https://thefreelibrary.com/,benign
https://cngzhz.en.ec21.com/,benign
https://atlasshrugs2000.typepad.com/,benign
https://rotoworld.com/,benign
https://facebook.com/,benign
https://tomdegan.blogspot.com/,benign
http://www.smartphone.net.br/,defacement
http://www.annamodlo.com.ua/,defacement
https://codecanyon.net/,benign
https://cswisdom.com/,benign
http://www.aquamarinadivingtenerife.com/,defacement
http://www.lafavoritacb.com/,defacement
https://ibabuzz.com/,benign
https://youtube.com/,benign
https://en.wikipedia.org/,benign
http://www.sidecocarrelli.it/,defacement
http://www.metalsul.ind.br/,defacement
https://martindale.com/,benign
https://frillr.com/,benign
https://bankingblog.celent.com/,benign
https://en.wikipedia.org/,benign
https://narrativemagazine.com/,benign
https://benmeadowcroft.com/,benign
https://spokeo.com/,benign
https://otomoto.pl/,benign
https://youtube.com/,benign
https://cifstate.org/,benign
https://nchsband.com/,benign
https://tvguide.com/,benign
https://arstechnica.com/,benign
https://blog.metmuseum.org/,benign
https://divacafe.net/,benign
https://archive.org/,benign
https://buzzfil.net/,benign
http://portal.dddgaming.com/,malware
https://manta.com/,benign
https://superpages.com/,benign
https://ideas.repec.org/,benign
http://www.school91.kiev.ua/,defacement
https://flickr.com/,benign
http://djkatrina.ru/,defacement
https://national.citysearch.com/,benign
https://yourlust.com/,benign
https://nytimes.com/,benign
https://legendsofhockey.net/,benign
http://szgs.ru/,defacement
http://www.sandroecicero.com.br/,defacement
https://homegain.com/,benign
http://9779.info/,malware
https://noticias.uol.com.br/,benign
https://theglobeandmail.com/,benign
https://bw.edu/,benign
http://appieid-enable.com/,phishing
https://fadsplymouth.com/,benign
https://locatetv.com/,benign
https://imdb.com/,benign
https://scotborders-folk.org.uk/,benign
https://visa.ca/,benign
http://autopostoajax.com.br/,phishing
https://en.wikipedia.org/,benign
https://kienthuc.net.vn/,benign
https://pikabu.ru/,benign
http://www.ekino-neureut.de/,defacement
http://www.rockabilly.it/,defacement
http://www.rathgaelgym.org/,defacement
https://absoluteastronomy.com/,benign
https://thaiairways.com/,benign
https://famouspeople.com/,benign
https://triclopsband.com/,benign
https://mp3raid.com/,benign
https://amtrakcalifornia.com/,benign
https://4martinique.com/,benign
http://apoiojur.com.br/,defacement
https://extratorrent.cc/,benign
http://www.graz4u.at/,defacement
https://dwaynemeisner.com/,benign
https://linkedin.com/,benign
https://flyershistory.com/,benign
http://www.richpictures.co.uk/,defacement
https://topix.com/,benign
http://9779.info/,malware
https://trssllc.com/,benign
https://allgame.com/,benign
https://renerichardcollections.com/,benign
https://securityfirstinternationalholdings.com/,benign
https://factbites.com/,benign
https://car-stuff.com/,benign
https://usa-people-search.com/,benign
http://muhanovabeauty.ru/,phishing
http://www.simmeurope.com/,defacement
https://en.wordpress.com/,benign
https://pinoyexchange.com/,benign
https://classicflix.com/,benign
http://spplodz.nazwa.pl/,defacement
https://vodacom.co.za/,benign
http://www.bertilohlsson.com/,defacement
https://uwsuper.edu/,benign
http://www.besztercekk.hu/,defacement
https://suite.tekora.com/,benign
https://medicine.mcgill.ca/,benign
https://gizmodo.com/,benign
https://jbmfilms.com/,benign
http://www.manganellipalace.it/,defacement
https://en.wikipedia.org/,benign
https://infopig.com/,benign
https://uproxx.com/,benign
https://linkedin.com/,benign
https://deafresources.info/,benign
https://web.tv/,benign
https://juggle.com/,benign
https://weather.noaa.gov/,benign
http://www.sikobv.eu/,defacement
http://midas-medical.com/,defacement
http://rcarpe95.beget.tech/,phishing
https://answers.com/,benign
http://www.kommunalbit.de/,defacement
http://www.galerie-unterm-maulbeerbaum.de/,defacement
http://fb.com.accounts.login.userid.343441.fbsbk.com/,phishing
https://uk.ask.com/,benign
https://adsoftheworld.com/,benign
https://lifeskate.com/,benign
https://flixster.com/,benign
https://basil-poledouris.thelyricarchive.com/,benign
https://monettecn.multiply.com/,benign
https://collegehockeynews.com/,benign
https://summitconnects.com/,benign
https://yourlust.com/,benign
https://dailymotion.com/,benign
https://imdb.com/,benign
https://wn.com/,benign
https://ehow.com/,benign
http://www.smos.cn/,defacement
https://prnewswire.com/,benign
https://sanfranciscobay.sierraclub.org/,benign
http://www.nissad.com/,defacement
https://myspace.com/,benign
http://www.whitminsterinn.co.uk/,defacement
https://placesforafrica.com/,benign
https://hmckc.maestroweb.com/,benign
http://titaniumcorporate.co.za/,phishing
https://poemhunter.com/,benign
https://fanpop.com/,benign
https://facecouncil.org/,benign
https://factmonster.com/,benign
https://mylife.com/,benign
https://barnesandnoble.com/,benign
https://facebook.com/,benign
https://jigsaw.com/,benign
https://rt.com/,benign
http://grasslandhotel.com.vn/,malware
https://torcache.net/,benign
https://ihavenet.com/,benign
https://ca.linkedin.com/,benign
https://2merkato.com/,benign
http://totallifechurchjax.com/,defacement
https://jdcarr.com/,benign
https://lyrics.com/,benign
https://croonet.com/,benign
http://www.dolcevino.it/,defacement
http://9779.info/,malware
https://soloautotuning.com/,benign
http://danielfabri.com.ar/,defacement
https://totalwrestlinguk.co.uk/,benign
https://armchairgm.wikia.com/,benign
https://facebook.com/,benign
https://baseball-almanac.com/,benign
https://alibris.com/,benign
https://smartshoppingmontreal.com/,benign
https://elitedaily.com/,benign
https://dipity.com/,benign
https://facebook.com/,benign
http://bjgdhm.com/,defacement
https://legendsofhockey.net/,benign
https://kalamu.com/,benign
https://baltimorebeatdown.com/,benign
https://mylife.com/,benign
https://linkedin.com/,benign
http://www.suiteorchestra.it/,defacement
http://rendeck.com/,defacement
https://youtube.com/,benign
http://sydsarthaus.com/,phishing
http://icomtec.com.my/,phishing
http://afugowe.com/,phishing
https://allposters.co.uk/,benign
https://montrealselectlimo.com/,benign
https://wiley.com/,benign
https://theposselist.com/,benign
http://www.qrscelltech.com/,defacement
https://montrealgazette.com/,benign
https://katu.com/,benign
https://torcache.net/,benign
https://hollow-art.com/,benign
https://theglobeandmail.com/,benign
https://burbed.com/,benign
http://www.identcode.cz/,defacement
https://mylife.com/,benign
https://ca.linkedin.com/,benign
https://mylife.com/,benign
https://rottentomatoes.com/,benign
https://aceshowbiz.com/,benign
https://medium.com/,benign
https://elyrics.net/,benign
http://9779.info/,malware
https://checksure.biz/,benign
https://people.famouswhy.com/,benign
https://wn.com/,benign
http://trtsport.cz/,malware
https://youtube.com/,benign
https://armchairgm.wikia.com/,benign
https://imartial.com/,benign
http://style.org.hc360.com/,malware
http://ammmmazonm.temp.swtest.ru/,phishing
https://theglobeandmail.com/,benign
https://doom.ocremix.org/,benign
https://yidio.com/,benign
https://mondotimes.com/,benign
https://montrealgazette.com/,benign
https://wanderingcommuter.blogspot.com/,benign
http://www.cannonvaleautopro.com.au/,defacement
https://qz.com/,benign
https://baseball-almanac.com/,benign
https://worthpoint.com/,benign
https://daylife.com/,benign
https://chnm.gmu.edu/,benign
https://mafiaslugger.blogspot.com/,benign
https://forecaster.thehockeynews.com/,benign
https://amazon.com/,benign
https://flightsimhangar.com/,benign
https://comtedegrasse.org/,benign
https://section303.com/,benign
https://zimbio.com/,benign
https://linkedin.com/,benign
https://scnow.com/,benign
http://www.naylorantiques.com/,phishing
http://diddydeshi.com/,defacement
https://songlyrics.com/,benign
https://babal.net/,benign
https://zozo.jp/,benign
http://pastehtml.com/,phishing
http://img14.360buyimg.com/,malware
https://crisiscampmontreal.wordpress.com/,benign
http://9779.info/,malware
http://www.natureevent.dk/,defacement
https://www.broadcasting-history.ca/,benign
https://johndouglasmindhunter.com/,benign
https://rachelperry.wordpress.com/,benign
https://iraqwarheroes.org/,benign
https://legacy.com/,benign
https://associatedcontent.com/,benign
https://company-formations-ireland.com/,benign
https://eagletribune.com/,benign
https://funnybumblog.com/,benign
https://en.wikipedia.org/,benign
http://sladkiybuket.net/,defacement
http://www.sklep-splawik.pl/,defacement
https://urbanspoon.com/,benign
https://facebook.com/,benign
http://www.latablepaysanne.fr/,defacement
http://www.lescoulissesdetanger.com/,defacement
http://www.akmediaproductions.ca/,defacement
https://kansas.com/,benign
https://en.wikipedia.org/,benign
https://manta.com/,benign
https://amazon.com/,benign
https://allensarchiveofearlyoldcountrymusic.blogspot.com/,benign
https://wn.com/,benign
https://packersnews.greenbaypressgazette.com/,benign
https://en.wikipedia.org/,benign
https://kwqc.com/,benign
https://christianacare.org/,benign
http://annviviskennel.net/,defacement
http://info-online-account.net/,phishing
https://jets.nhl.com/,benign
https://gamefilmexpress.com/,benign
https://wolfslatkin.com/,benign
https://tv.com/,benign
http://www.mo-priv.ru/,defacement
https://garybruce.bandcamp.com/,benign
https://facebook.com/,benign
https://movies.msn.com/,benign
http://www.dtcbv.nl/,defacement
http://www.real-house.nl/,defacement
https://ibnlive.in.com/,benign
https://washingtonexaminer.com/,benign
https://fordfocus2012.org/,benign
http://microencapsulation.readmyweather.com/,malware
http://www.ondrejov.cz/,defacement
https://salary-money.com/,benign
https://classicrockforums.com/,benign
https://youtube.com/,benign
https://en.wikipedia.org/,benign
https://last.fm/,benign
https://evri.com/,benign
http://engine32truck16.com/,defacement
http://onlineigri.net/,defacement
https://en.wikipedia.org/,benign
https://pennyfather.com/,benign
http://www.vilagnomad.com/,malware
http://r-tuning.com.ua/,defacement
https://soccer365.com/,benign
https://lindaguarino.com/,benign
https://facebook.com/,benign
https://jeopardylabs.com/,benign
https://wn.com/,benign
https://linkedin.com/,benign
https://alfalfalfa.com/,benign
https://facebook.com/,benign
https://yougabsports.com/,benign
http://svadebny.com/,defacement
https://filecrop.com/,benign
https://channel5.com/,benign
http://www.ksra.ca/,phishing
https://camerchants.com/,benign
https://videostravelguide.com/,benign
https://portlandmercury.com/,benign
https://uncyclopedia.wikia.com/,benign
https://en-gb.facebook.com/,benign
https://distractify.com/,benign
https://news.am/,benign
https://buckeyecablesystem.com/,benign
https://omaopioridge.com/,benign
https://kakaku.com/,benign
https://forbes.com/,benign
http://www.daytonaelectronics.co.za/,defacement
https://athletics.scout.com/,benign
https://portland.daveknows.org/,benign
https://beyondrobson.com/,benign
https://5tothrive.net/,benign
https://en.wikipedia.org/,benign
https://ussoccer.com/,benign
https://washingtondc.bcg.com/,benign
http://www.ijsbaanapeldoorn.nl/,defacement
https://spokeo.com/,benign
http://www.easylivinggreenproducts.com.au/,defacement
http://sfhhz.com/,defacement
https://maxalbums.com/,benign
http://www.tvsk.com.au/,defacement
https://interpark.com/,benign
https://temple.edu/,benign
https://kotaku.com/,benign
https://multilingualbooks.com/,benign
https://amazon.com/,benign
http://www.nabu-gaildorf.de/,defacement
https://bloggn.grainews.ca/,benign
https://amazon.com/,benign
https://areawidenews.com/,benign
https://uk.ask.com/,benign
https://mylust.com/,benign
https://cartoonnetwork.com/,benign
https://twinkacademy.com/,benign
http://www.botoxina.com/,defacement
https://freepages.genealogy.rootsweb.ancestry.com/,benign
https://mortonsauto.com/,benign
https://thecanadianencyclopedia.com/,benign
https://eveningtribune.com/,benign
http://zshsq.com/,defacement
https://encycl.opentopia.com/,benign
http://www.sanpedrolee.com.ar/,defacement
https://semissourian.com/,benign
https://capitals.nhl.com/,benign
https://manta.com/,benign
https://richnye.com/,benign
https://bizofbaseball.com/,benign
http://www.beriva.lt/,defacement
http://apoiojur.com.br/,defacement
http://dienlanhvn.com/,defacement
https://cincinnati.reds.mlb.com/,benign
https://en.wikipedia.org/,benign
https://sfgate.com/,benign
http://www.nephotography.com.au/,defacement
http://jcmt.nl/,defacement
https://torcache.net/,benign
http://www.suiteorchestra.it/,defacement
https://arashixdream.com/,benign
http://www.tochnogopvakantie.nl/,defacement
https://tremblay-alvergne.com/,benign
https://goatlocker.org/,benign
http://xo3fhvm5lcvzy92q.download/,malware
http://www.food-nrw.de/,defacement
https://telusplanet.net/,benign
https://en.wikipedia.org/,benign
https://maa.org/,benign
https://docstoc.com/,benign
http://nihahaw5.beget.tech/,phishing
http://www.versverwerktegroenten.nl/,defacement
https://sites.google.com/,benign
https://answers.yahoo.com/,benign
https://theonion.com/,benign
http://www.hjlaw.biz/,defacement
http://www.koenigsbacher-biergarten.de/,defacement
https://babal.net/,benign
http://www.windwolke.de/,defacement
https://docstoc.com/,benign
https://m2movie.blogspot.com/,benign
https://navweaps.com/,benign
https://onlineradio2.com/,benign
https://mapsofworld.com/,benign
http://www.prefina.it/,defacement
https://video.ca.msn.com/,benign
https://torrentdn.com/,benign
https://youtube.com/,benign
http://waterviewdistillery.com/,phishing
https://careers.state.gov/,benign
https://elyrics.net/,benign
https://onestophelp.state.mi.us/,benign
https://thenextweb.com/,benign
http://www.wxlottery.com/,defacement
https://insidemnsoccer.com/,benign
http://www.centercamping.com.br/,defacement
https://amazon.com/,benign
https://trulia.com/,benign
https://metalodyssey.wordpress.com/,benign
http://www.enventureonline.com/,defacement
https://infoplease.com/,benign
https://tcm.com/,benign
https://facebook.com/,benign
http://winkerdecoracion.com/,defacement
http://www.alorenademalaga.com/,defacement
https://gomarquette.com/,benign
https://ycharts.com/,benign
https://iamachild.wordpress.com/,benign
https://imdb.com/,benign
https://tallen.cutlerhomes.com/,benign
http://www.fjpengfei.com/,defacement
http://prodenk-sanierung.de/,phishing
https://answers.com/,benign
http://www.wu8188.com/,malware
https://dipity.com/,benign
https://genforum.genealogy.com/,benign
https://lost-in-translation.com/,benign
http://www.djemanshy.md/,defacement
http://www.hhp.fi/,defacement
https://tampabay.com/,benign
https://rightsideva.blogspot.com/,benign
http://applicationforschengenvisa.com/,defacement
https://dictionary.sensagent.com/,benign
https://bartleby.com/,benign
http://www.fitnessequipmentworldok.com/,defacement
https://altpress.com/,benign
http://smarticullties.com/,phishing
https://fangraphs.com/,benign
https://thedublinguide.com/,benign
https://sagedata.com/,benign
http://djsipke.nl/,defacement
https://associatedcontent.com/,benign
https://fcfighter.stores.yahoo.net/,benign
https://faqs.ign.com/,benign
http://www.bishopstrings.com/,defacement
https://evri.com/,benign
http://synaptixcommunications.com/,defacement
https://music.yahoo.com/,benign
http://checkstorenow.ml/,phishing
https://1972topps.blogspot.com/,benign
http://diego-fc.com/,phishing
https://canadastop100.com/,benign
https://aklgammabeta.com/,benign
https://beaconforchange.com/,benign
https://movi.ca/,benign
https://thenextweb.com/,benign
https://mixedmartialarts.com/,benign
https://healthgrades.com/,benign
https://mic.com/,benign
https://catalog.ccclib.org/,benign
https://blog.sfgate.com/,benign
https://cityunionmission.org/,benign
https://brookislandrecords.com/,benign
https://people.famouswhy.com/,benign
https://youtube.com/,benign
https://abebooks.com/,benign
https://articles.sfgate.com/,benign
https://kalispellchristiancenter.org/,benign
https://utahutes.cstv.com/,benign
https://la.findacase.com/,benign
https://beijingairlinetickets.com/,benign
https://uncyclopedia.wikia.com/,benign
http://idservicetelsmsmmssfr.000webhostapp.com/,phishing
https://whosdatedwho.com/,benign
http://www.ghostwriting.de/,defacement
https://dibussi.com/,benign
https://missouriwrestling.com/,benign
https://amazon.com/,benign
https://hollywoodlife.com/,benign
https://worldtimezone.net/,benign
http://bursakombiservisi.web.tr/,phishing
https://blueslyrics.tripod.com/,benign
https://en.wikipedia.org/,benign
https://ca.local.yahoo.com/,benign
http://www.lappiramis.hu/,phishing
https://en.wikipedia.org/,benign
http://starpacintl.com/,phishing
https://mp3raid.com/,benign
http://9779.info/,malware
https://agrimonia.info/,benign
https://big-game-hunting-usa.com/,benign
https://californiazones.net/,benign
https://en.wikipedia.org/,benign
https://maritimeupdates.com/,benign
https://huffingtonpost.com/,benign
https://maryvilleac.web139.discountasp.net/,benign
http://papillon-vole.fr/,defacement
http://www.hippapi.org/,phishing
https://legacy.com/,benign
http://inobediencetohim.com.au/,phishing
http://www.ijsbaanapeldoorn.nl/,defacement
http://habbomoedasgeraa.blogspot.com/,phishing
https://chuckhawks.com/,benign
https://allaboutjazz.com/,benign
https://lincolnchristian.edu/,benign
https://yangamat.com/,benign
https://mymindseye.com/,benign
https://blog.syracuse.com/,benign
https://whoabc.com/,benign
https://century21town-country.com/,benign
https://igea.net/,benign
https://evri.com/,benign
https://baseballjump.com/,benign
https://thenextweb.com/,benign
https://interceder.net/,benign
http://ak.imgfarm.com/,malware
https://ussoccer.com/,benign
http://www.0068555.com/,malware
https://jbworld.jbs.st-louis.mo.us/,benign
https://twitter.com/,benign
https://gothiclolitawigs.deviantart.com/,benign
https://haberler.com/,benign
https://archive.org/,benign
https://cheezburger.com/,benign
https://bergschneiderfamily.com/,benign
http://www.easycaptchas.com/,malware
https://linkedin.com/,benign
http://www.aquamarinadivingtenerife.com/,defacement
https://youtube.com/,benign
https://soa.sys-con.com/,benign
https://evri.com/,benign
https://tobogo.net/,benign
https://heritageapp.cyr.gov.sk.ca/,benign
https://mastersoftrivia.com/,benign
https://eduplace.com/,benign
http://ru-net.cv.ua/,malware
http://www.hmaca.com/,defacement
https://carto.net/,benign
https://bigbandpdfs.com/,benign
http://gazomer.com/,defacement
https://cms.skidmore.edu/,benign
https://lima-ny.org/,benign
http://www.dynamicstrategies.com.au/,defacement
https://en.wikipedia.org/,benign
https://icicibank.com/,benign
https://topix.com/,benign
https://lyrics007.com/,benign
http://www.connexion3.gr/,defacement
http://www.duplexindustrial.com.au/,defacement
https://conservapedia.com/,benign
https://icehockey.wikia.com/,benign
https://iagenweb.org/,benign
https://punkkie.wordpress.com/,benign
https://wilsonstatebank.net/,benign
https://weddingwire.com/,benign
https://facebook.com/,benign
https://motthegioi.vn/,benign
https://isthisyour.name/,benign
https://wikitree.com/,benign
https://new.ca.music.yahoo.com/,benign
https://ehow.com/,benign
http://mueblesjulianjimenez.es/,defacement
https://youtube.com/,benign
http://www.autoursdurock.info/,defacement
https://sertoma-gl-region.org/,benign
https://vale-healthcare.com/,benign
http://proplast.co.nz/,malware
http://sixgoody.com/,phishing
https://imdb.com/,benign
https://quotes-famous.com/,benign
https://torcache.net/,benign
https://gouldsminorhockey.com/,benign
https://hotnewsofday.com/,benign
https://thefreelibrary.com/,benign
https://mylife.com/,benign
https://cableslovenia.com/,benign
https://hotladybody.com/,benign
https://sideshowtoy.com/,benign
https://hobbylinc.com/,benign
http://www.gypsyspirit.eu/,defacement
http://account-security-centre20181712.000webhostapp.com/,phishing
http://batutik.com.ua/,defacement
http://9779.info/,malware
https://mind-world.com/,benign
https://pipl.com/,benign
https://asunderpress.com/,benign
https://dribbble.com/,benign
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.eu-id3.net/,phishing
http://www.chromashop.fr/,defacement
https://ababmx.com/,benign
http://scr-paypal.co.uk/,phishing
http://www.geothermalanywhere.com/,defacement
http://www.italy-itf.com/,defacement
http://haishundl.com/,malware
https://glassdoor.com/,benign
https://amazon.com/,benign
https://torcache.net/,benign
http://www.mtb-bad-harzburg.de/,defacement
http://9779.info/,malware
https://yelp.ca/,benign
https://google.com/,benign
http://www.centerimoveis.com.br/,defacement
